model_id,component,n_bins,f_sat_target,alpha_s,f_sat_actual,rms_fractional_residual,mean_abs_fractional_residual,chi2_diag_jk_raw,rms_pull_jk,selected_for_paper,selection_reason,diagcov_chi2_total,diagcov_chi2_cov,diagcov_chi2_total_cov,diagcov_chi2_xi0,diagcov_chi2_xi2,diagcov_chi2_wp,diagcov_rank,fullcov_chi2_total,fullcov_chi2_cov,fullcov_chi2_total_cov,fullcov_chi2_xi0,fullcov_chi2_xi2,fullcov_chi2_wp,fullcov_rank
tng3002_fsat0p120_alphaS1p200,wp,16,0.12,1.2,0.12008733624454149,0.2856800041665472,0.19511695814521418,1260.5106397172121,8.875917698036961,0,,384.74267823529374,1851.7854217822169,1851.7854219654007,207.98038351241556,98.26964749018325,78.49264704951113,11,384.74267823529374,1029.5306383507948,1029.5306385339786,207.98038351241556,98.26964749018325,78.49264704951113,12
tng3002_fsat0p120_alphaS1p200,xi0,28,0.12,1.2,0.12008733624454149,0.7364018228319745,0.463024091756614,4613.323330361673,12.835947472349552,0,,384.74267823529374,1851.7854217822169,1851.7854219654007,207.98038351241556,98.26964749018325,78.49264704951113,11,384.74267823529374,1029.5306383507948,1029.5306385339786,207.98038351241556,98.26964749018325,78.49264704951113,12
tng3002_fsat0p120_alphaS1p200,xi2,28,0.12,1.2,0.12008733624454149,0.6005971710793219,0.509046395181522,2122.512169435235,8.706549606546695,0,,384.74267823529374,1851.7854217822169,1851.7854219654007,207.98038351241556,98.26964749018325,78.49264704951113,11,384.74267823529374,1029.5306383507948,1029.5306385339786,207.98038351241556,98.26964749018325,78.49264704951113,12
tng3002_fsat0p120_alphaS1p400,all,72,0.12,1.4,0.12008733624454149,0.6020723916806295,0.4247371167905981,8591.915155391942,10.923925802384378,0,,409.06901403108435,1989.7066675644492,1989.706667747633,202.15512962632542,128.61236641671258,78.30151780486248,15,409.06901403108435,1191.5986282216375,1191.5986284048213,202.15512962632542,128.61236641671258,78.30151780486248,20
tng3002_fsat0p120_alphaS1p400,wp,16,0.12,1.4,0.12008733624454149,0.28500436445994143,0.19484925952641213,1255.600118594813,8.858612047729363,0,,409.06901403108435,1989.7066675644492,1989.706667747633,202.15512962632542,128.61236641671258,78.30151780486248,15,409.06901403108435,1191.5986282216375,1191.5986284048213,202.15512962632542,128.61236641671258,78.30151780486248,20
tng3002_fsat0p120_alphaS1p400,xi0,28,0.12,1.4,0.12008733624454149,0.7266594277953851,0.45826569264036693,4795.22449089217,13.08655865886304,0,,409.06901403108435,1989.7066675644492,1989.706667747633,202.15512962632542,128.61236641671258,78.30151780486248,15,409.06901403108435,1191.5986282216375,1191.5986284048213,202.15512962632542,128.61236641671258,78.30151780486248,20
tng3002_fsat0p120_alphaS1p400,xi2,28,0.12,1.4,0.12008733624454149,0.5980556051262321,0.5225730308060783,2541.090545904959,9.526449169670721,0,,409.06901403108435,1989.7066675644492,1989.706667747633,202.15512962632542,128.61236641671258,78.30151780486248,15,409.06901403108435,1191.5986282216375,1191.5986284048213,202.15512962632542,128.61236641671258,78.30151780486248,20
tng3002_fsat0p160_alphaS0p600,all,72,0.16,0.6,0.16004366812227075,0.773814302011935,0.4603929454548731,6815.568855905373,9.72937195065752,1,diagcov_top5,509.5071791917204,1578.34226136756,1578.3422615507438,186.04745890492512,214.78814939009644,108.67157071351502,3,509.5071791917204,1032.8047416714967,1032.8047418546805,186.04745890492512,214.78814939009644,108.67157071351502,13
tng3002_fsat0p160_alphaS0p600,wp,16,0.16,0.6,0.16004366812227075,0.3165834880707853,0.22468669229035493,1315.6124299669896,9.067843011043854,1,diagcov_top5,509.5071791917204,1578.34226136756,1578.3422615507438,186.04745890492512,214.78814939009644,108.67157071351502,3,509.5071791917204,1032.8047416714967,1032.8047418546805,186.04745890492512,214.78814939009644,108.67157071351502,13
tng3002_fsat0p160_alphaS0p600,xi0,28,0.16,0.6,0.16004366812227075,0.7253552747776782,0.45426894430477677,3327.3864225032994,10.901157249352833,1,diagcov_top5,509.5071791917204,1578.34226136756,1578.3422615507438,186.04745890492512,214.78814939009644,108.67157071351502,3,509.5071791917204,1032.8047416714967,1032.8047418546805,186.04745890492512,214.78814939009644,108.67157071351502,13
