label,split,covariance_mode,hartlap_scale,f_sat_target,alpha_s,radial_scale,f_sat_actual,chi2,source_chi2_total,source_chi2_wp,source_chi2_xi0,source_chi2_xi2
minimal_hod_profile,joint,full,0.23157894736842105,0.12,0.7,4.0,0.11999989653661006,2882.0560627598056,1869.939115691909,790.0769880766666,195.11701526774738,884.7451123474947
minimal_hod_profile,joint,full,0.23157894736842105,0.1,1.3,3.0,0.09999995297118638,2898.298214612419,1297.0133108120847,720.736696702368,132.03261032539277,444.24400378432364
minimal_hod_profile,joint,full,0.23157894736842105,0.1,1.3,2.0,0.09999995297118638,2957.7967273370823,1740.3144557924234,1108.9551887015336,131.51748097927356,499.84178611161593
minimal_hod_profile,joint,full,0.23157894736842105,0.12,0.7,1.0,0.11999989653661006,3112.576767594632,3606.805267902379,2172.8083246783494,189.36018426126904,1244.6367589627605
minimal_hod_profile,joint,full,0.23157894736842105,0.12,1.1,4.0,0.11999989653661006,3313.154255743229,2049.1432552801853,790.1446179582026,199.69716651065434,1059.301470811328
minimal_hod_profile,joint,full,0.23157894736842105,0.12,0.7,1.5,0.11999989653661006,3457.689672595402,3661.8719287754175,2240.958675474941,189.7690461809633,1231.144207119513
minimal_hod_profile,joint,full,0.23157894736842105,0.12,1.1,1.0,0.11999989653661006,3474.7415832969314,3826.8326967342146,2173.036393403524,196.3200662300224,1457.476237100668
minimal_hod_profile,joint,full,0.23157894736842105,0.12,1.3,4.0,0.11999989653661006,3604.1585505572266,1946.9301321718451,790.2920329907654,199.429918848575,957.2081803325045
minimal_hod_profile,joint,full,0.23157894736842105,0.12,1.1,1.5,0.11999989653661006,3699.371214920149,3878.551631113157,2241.355690503761,196.58743816587824,1440.6085024435179
minimal_hod_profile,joint,full,0.23157894736842105,0.12,1.3,1.0,0.11999989653661006,3699.4035212157382,3677.1347422270424,2173.0432749744386,196.74937023553943,1307.3420970170644
minimal_hod_profile,joint,full,0.23157894736842105,0.12,0.7,3.0,0.11999989653661006,3771.1458872519056,2437.2334633847577,1160.6420907902016,192.21559460039137,1084.3757779941645
